WatershedID,Name,AreaSqkm,States,Qlow,Q2,MaxDrainage,EcoregionID,Notes,Metadata
01080204,Chicopee,1871.53,MA,,,,59,,
01080205,Lower Connecticut,2809.44,CT_MA,,,,59,,
01080206,Westfield,1343.53,CT_MA,,,,58,,
01080207,Farmington,1571.6,CT_MA,,,,58,,
01090001,Charles,3867.51,MA,,,,59,,
01090002,Cape Cod,8823.39,MA_RI,,,,59,,
01090003,Blackstone,1228.46,MA_RI,,,,59,,
01090004,Narragansett,3843.17,MA_RI,,,,59,,
01090005,Pawcatuck-Wood,1417.33,CT_RI,,,,59,,
01100001,Quinebaug,1913.53,CT_MA_RI,,,,59,,
01100002,Shetucket,1362.98,CT_MA,,,,59,,
01100003,Thames,955.5,CT_RI,,,,59,,
01100004,Quinnipiac,1326.97,CT,,,,,,
01100005,Housatonic,5053.66,CT_MA_NY,,,,58,,
01100006,Saugatuck,1163.38,CT_NY,,,,59,,
02020001,Upper Hudson,4309.15,NY,,,,58,,
02020002,Sacandaga,2731.57,NY,,,,58,,
02020003,Hudson-Hoosic,4936.2,MA_NY_VT,,,,58,,
02020004,Mohawk,6607.17,NY,,,,83,,
02020005,Schoharie,2403.86,NY,,,,60,,
02020006,Middle Hudson,6291.95,MA_NY,,,,59,,
02020007,Rondout,3077.6,NJ_NY,,,,67,,
02020008,Hudson-Wappinger,2444.65,NY,,,,59,,
02030101,Lower Hudson,1941.73,CT_NJ_NY,,,,59,,
02030102,Bronx,487.83,CT_NY,,,,59,,
02030103,Hackensack-Passaic,2936.91,NJ_NY,,,,64,,
02030104,Sandy Hook-Staten Island,1838.33,NJ_NY,,,,84,,
02030105,Raritan,2863.0,NJ,,,,64,,
02030201,Northern Long Island,750.51,NY,,,,59,,
02030202,Southern Long Island,5079.5,NJ_NY_RI,,,,,,
02030203,Long Island Sound,3081.29,CT_NY_RI,,,,59,,
02040101,Upper Delaware,3082.43,NY_PA,,,,60,,
02040102,East Branch Delaware,2176.62,NY,,,,60,,
02040103,Lackawaxen,1548.68,PA,,,,60,,
02040104,Middle Delaware-Mongaup-Brodhead,3962.02,NJ_NY_PA,,,,62,,
02040105,Middle Delaware-Musconetcong,3520.75,NJ_PA,,,,67,,
02040106,Lehigh,3526.74,PA,,,,67,,
02040201,Crosswicks-Neshaminy,1408.29,NJ_PA,,,,64,,
02040202,Lower Delaware,2982.08,DE_NJ_PA,,,,84,,
02040203,Schuylkill,4951.62,PA,,,,64,,
02040204,Delaware Bay,1073.53,DE_NJ,,,,63,,
02040205,Brandywine-Christina,1957.46,DE_MD_PA,,,,64,,
02040206,Cohansey-Maurice,3094.18,DE_NJ,,,,84,,
02040207,Broadkill-Smyrna,1966.72,DE,,,,63,,
02040301,Mullica-Toms,4468.01,NJ_NY,,,,84,,
02040302,Great Egg Harbor,2282.99,NJ,,,,84,,
02040303,Chincoteague,2717.49,DE_MD_NJ_VA,,,,63,,
02040304,Eastern Lower Delmarva,1961.25,VA,,,,63,,
02050101,Upper Susquehanna,5927.49,NY_PA,,,,60,,
02050102,Chenango,4162.8,NY,,,,60,,
02050103,Owego-Wappasening,2705.79,NY_PA,,,,60,,
02050104,Tioga,3585.22,NY_PA,,,,60,,
02050105,Chemung,3138.47,NY_PA,,,,60,,
02050106,Upper Susquehanna-Tunkhannock,5191.43,PA,,,,60,,
02050107,Upper Susquehanna-Lackawanna,4572.75,PA,,,,67,,
02050201,Upper West Branch Susquehanna,4136.01,PA,,,,69,,
02050202,Sinnemahoning,2677.96,PA,,,,62,,
02050203,Middle West Branch Susquehanna,2031.23,PA,,,,62,,
02050204,Bald Eagle,2002.7,PA,,,,67,,
02050205,Pine,2539.98,PA,,,,62,,
02050206,Lower West Branch Susquehanna,4686.96,PA,,,,67,,
02050301,Lower Susquehanna-Penns,3750.66,PA,,,,67,,
02050302,Upper Juniata,2566.37,PA,,,,67,,
02050303,Raystown,2492.09,PA,,,,67,,
02050304,Lower Juniata,3756.69,PA,,,,67,,
02050305,Lower Susquehanna-Swatara,4859.97,PA,,,,67,,
02050306,Lower Susquehanna,6439.28,MD_PA,,,,64,,
02060001,Upper Chesapeake Bay,1962.73,MD,,,,65,,
02060002,Chester-Sassafras,3372.8,DE_MD_PA,,,,63,,
02060003,Gunpowder-Patapsco,3671.32,MD_PA,,,,64,,
02060004,Severn,954.93,MD,,,,65,,
02060005,Choptank,2844.44,DE_MD,,,,63,,
02060006,Patuxent,2401.1,MD,,,,65,,
02070001,South Branch Potomac,3832.8,MD_VA_WV,,,,67,,
02070002,North Branch Potomac,3478.65,MD_PA_WV,,,,67,,
02070003,Cacapon-Town,3120.25,MD_PA_VA_WV,,,,67,,
02070004,Conococheague-Opequon,5897.89,MD_PA_VA_WV,,,,67,,
02070005,South Fork Shenandoah,4330.25,VA_WV,,,,67,,
02070006,North Fork Shenandoah,2677.7,VA_WV,,,,67,,
02070007,Shenandoah,911.25,MD_VA_WV,,,,67,,
02070008,Middle Potomac-Catoctin,3206.87,DC_MD_VA_WV,,,,64,,
02070009,Monocacy,2511.12,MD_PA,,,,64,,
02070010,Middle Potomac-Anacostia-Occoquan,3374.3,DC_MD_VA,,,,64,,
02070011,Lower Potomac,4677.15,MD_VA,,,,65,,
02080101,Lower Chesapeake Bay,3048.19,MD_VA,,,,63,,
02080102,Great Wicomico-Piankatank,1740.07,MD_VA,,,,65,,
02080103,Rapidan-Upper Rappahannock,4032.08,VA,,,,64,,
02080104,Lower Rappahannock,2993.92,VA,,,,65,,
02080105,Mattaponi,2359.4,VA,,,,65,,
02080106,Pamunkey,3812.19,VA,,,,45,,
02080107,York,755.96,VA,,,,65,,
02080108,Lynnhaven-Poquoson,593.46,VA,,,,63,,
02080109,Nanticoke,2142.43,DE_MD,,,,63,,
02080110,Tangier,2515.3,DE_MD_VA,,,,63,,
02080111,Pokomoke-Western Lower Delmarva,2787.92,DE_MD_VA,,,,63,,
02080201,Upper James,5728.73,VA_WV,,,,67,,
02080202,Maury,2170.82,VA,,,,67,,
02080203,Middle James-Buffalo,5240.27,VA,,,,45,,
02080204,Rivanna,1989.41,VA,,,,64,,
02080205,Middle James-Willis,2447.3,VA,,,,45,,
02080206,Lower James,3733.47,VA,,,,65,,
02080207,Appomattox,4170.68,VA,,,,45,,
02080208,Hampton Roads,1308.87,VA,,,,63,,
03010101,Upper Roanoke,5674.65,VA,,,,45,,
03010102,Middle Roanoke,4502.56,NC_VA,,,,45,,
03010103,Upper Dan,5323.71,NC_VA,,,,45,,
03010104,Lower Dan,3325.53,NC_VA,,,,45,,
03010105,Banister,1545.63,VA,,,,45,,
03010106,Roanoke Rapids,1532.88,NC_VA,,,,45,,
03010107,Lower Roanoke,3392.08,NC,,,,63,,
03010201,Nottoway,4463.26,NC_VA,,,,65,,
03010202,Blackwater,1916.67,NC_VA,,,,63,,
03010203,Chowan,2328.24,NC_VA,,,,63,,
03010204,Meherrin,4175.76,NC_VA,,,,45,,
03010205,Albemarle,11189.95,NC_VA,,,,63,,
03020101,Upper Tar,3379.48,NC,,,,45,,
03020102,Fishing,2315.57,NC,,,,45,,
03020103,Lower Tar,2487.04,NC,,,,63,,
03020104,Pamlico,3384.27,NC,,,,63,,
03020105,Pamlico Sound,5055.27,NC,,,,63,,
03020201,Upper Neuse,6231.89,NC,,,,45,,
03020202,Middle Neuse,2758.9,NC,,,,63,,
03020203,Contentnea,2612.19,NC,,,,65,,
03020204,Lower Neuse,4100.38,NC,,,,63,,
03020301,White Oak River,2416.91,NC,,,,63,,
03020302,New River,2243.27,NC,,,,63,,
03030002,Haw,4422.63,NC,,,,45,,
03030003,Deep,3755.81,NC,,,,45,,
03030004,Upper Cape Fear,4221.6,NC,,,,65,,
03030005,Lower Cape Fear,2860.06,NC,,,,63,,
03030006,Black,4076.63,NC,,,,65,,
03030007,Northeast Cape Fear,4510.43,NC,,,,63,,
03040101,Upper Yadkin,6357.75,NC_VA,,,,45,,
03040102,South Yadkin,2347.89,NC,,,,45,,
03040103,Lower Yadkin,3081.68,NC,,,,45,,
03040104,Upper Pee Dee,2250.82,NC_SC,,,,45,,
03040105,Rocky,3670.86,NC_SC,,,,45,,
03040201,Lower Pee Dee,6557.68,NC_SC,,,,65,,
03040202,Lynches,3660.05,NC_SC,,,,65,,
03040203,Lumber,4539.76,NC_SC,,,,65,,
03040204,Little Pee Dee,3542.42,NC_SC,,,,65,,
03040205,Black,5337.03,SC,,,,63,,
03040206,Waccamaw,4277.14,NC_SC,,,,63,,
03040207,Carolina Coastal-Sampit,1483.08,SC,,,,63,,
03040208,Coastal Carolina,1751.74,NC_SC,,,,63,,
03050101,Upper Catawba,6106.21,NC_SC,,,,45,,
03050102,South Fork Catawba,1711.71,NC_SC,,,,45,,
03050103,Lower Catawba,3456.09,NC_SC,,,,45,,
03050104,Wateree,3255.2,SC,,,,65,,
03050105,Upper Broad,6419.26,NC_SC,,,,45,,
03050106,Lower Broad,3338.01,SC,,,,45,,
03050107,Tyger,2093.81,SC,,,,45,,
03050108,Enoree,1895.27,SC,,,,45,,
03050109,Saluda,6538.72,NC_SC,,,,45,,
03050110,Congaree,1786.12,SC,,,,65,,
03050111,Lake Marion,1421.09,SC,,,,65,,
03050112,Santee,1870.23,SC,,,,63,,
03050201,Cooper,3273.07,SC,,,,63,,
03050202,South Carolina Coastal,1004.03,SC,,,,63,,
03050203,North Fork Edisto,1968.57,SC,,,,65,,
03050204,South Fork Edisto,2246.61,SC,,,,65,,
03050205,Four Hole Swamp,1693.81,SC,,,,63,,
03050206,Edisto River,2432.78,SC,,,,63,,
03050207,Salkehatchie,4868.1,SC,,,,63,,
03050208,Broad-St. Helena,2506.5,SC,,,,63,,
03050209,Bulls Bay,1079.77,SC,,,,75,,
03050210,St. Helena Island,412.55,SC,,,,75,,
03060101,Seneca,2662.58,NC_SC,,,,45,,
03060102,Tugaloo,2562.97,GA_NC_SC,,,,66,,
03060103,Upper Savannah,4763.56,GA_SC,,,,45,,
03060104,Broad,3894.03,GA,,,,45,,
03060105,Little,1989.25,GA,,,,45,,
03060106,Middle Savannah,4750.7,GA_SC,,,,65,,
03060107,Stevens,1916.89,SC,,,,45,,
03060108,Brier,2198.29,GA,,,,65,,
03060109,Lower Savannah,2603.96,GA_SC,,,,75,,
03060110,Calibogue Sound-Wright River,1082.6,GA_SC,,,,63,,
03060201,Upper Ogeechee,4754.91,GA,,,,65,,
03060202,Lower Ogeechee,3072.11,GA,,,,65,,
03060203,Canoochee,3594.43,GA,,,,65,,
03060204,Ogeechee Coastal,3960.08,GA,,,,75,,
03070101,Upper Oconee,7550.2,GA,,,,45,,
03070102,Lower Oconee,6243.73,GA,,,,65,,
03070103,Upper Ocmulgee,7700.64,GA,,,,45,,
03070104,Lower Ocmulgee,6021.6,GA,,,,65,,
03070105,Little Ocmulgee,2082.52,GA,,,,65,,
03070106,Altamaha,4307.81,GA,,,,75,,
03070107,Ohoopee,3484.02,GA,,,,65,,
03070201,Satilla,6690.97,GA,,,,75,,
03070202,Little Satilla,2061.48,GA,,,,75,,
03070203,Cumberland-St. Simons,2470.32,FL_GA,,,,75,,
03070204,St. Marys,4100.99,FL_GA,,,,75,,
03070205,Nassau,1317.44,FL_GA,,,,75,,
03080101,Upper St. Johns,10228.29,FL,,,,75,,
03080102,Oklawaha,7204.55,FL,,,,75,,
03080103,Lower St. Johns,7347.13,FL,,,,75,,
03080201,Daytona-St. Augustine,2546.16,FL,,,,75,,
03080202,Cape Canaveral,2721.31,FL,,,,75,,
03080203,Vero Beach,1512.34,FL,,,,75,,
03090101,Kissimmee,7580.95,FL,,,,75,,
03090102,Northern Okeechobee Inflow,797.96,FL,,,,75,,
03090103,Western Okeechobee Inflow,2171.05,FL,,,,75,,
03090201,Lake Okeechobee,2243.19,FL,,,,76,,
03090202,Everglades,11791.59,FL,,,,76,,
03090203,Florida Bay-Florida Keys,6299.03,FL,,,,76,,
03090204,Big Cypress Swamp,8311.48,FL,,,,76,,
03090205,Caloosahatchee,3625.0,FL,,,,75,,
03090206,Florida Southeast Coast,9521.26,FL,,,,76,,
03100101,Peace,6029.86,FL,,,,75,,
03100102,Myakka,1557.99,FL,,,,75,,
03100103,Charlotte Harbor,1979.81,FL,,,,75,,
03100201,Sarasota Bay,1561.74,FL,,,,75,,
03100202,Manatee,944.0,FL,,,,75,,
03100203,Little Manatee,586.81,FL,,,,75,,
03100204,Alafia,1091.84,FL,,,,75,,
03100205,Hillsborough,1699.39,FL,,,,75,,
03100206,Tampa Bay,2401.15,FL,,,,75,,
03100207,Crystal-Pithlachascotee,4321.28,FL,,,,75,,
03100208,Withlacoochee,5388.81,FL,,,,75,,
03110101,Waccasassa,3046.63,FL,,,,75,,
03110102,Econfina-Steinhatchee,5632.78,FL,,,,75,,
03110103,Aucilla,2467.1,FL_GA,,,,65,,
03110201,Upper Suwannee,6861.42,FL_GA,,,,75,,
03110202,Alapaha,4664.27,FL_GA,,,,65,,
03110203,Withlacoochee,3905.5,FL_GA,,,,65,,
03110204,Little,2308.97,GA,,,,65,,
03110205,Lower Suwannee,4091.74,FL,,,,75,,
03110206,Santa Fe,3576.76,FL,,,,75,,
03120001,Apalachee Bay-St. Marks,3403.38,FL_GA,,,,75,,
03120002,Upper Ochlockonee,2400.88,GA,,,,65,,
03120003,Lower Ochlockonee,4030.72,FL_GA,,,,65,,
03130001,Upper Chattahoochee,4106.87,GA,,,,45,,
03130002,Middle Chattahoochee-Lake Harding,7875.21,AL_GA,,,,45,,
03130003,Middle Chattahoochee-Walter F,7347.5,AL_GA,,,,65,,
03130004,Lower Chattahoochee,3222.54,AL_FL_GA,,,,65,,
03130005,Upper Flint,6811.01,GA,,,,45,,
03130006,Middle Flint,4035.67,GA,,,,65,,
03130007,Kinchafoonee-Muckalee,2851.7,GA,,,,65,,
03130008,Lower Flint,3300.64,FL_GA,,,,65,,
03130009,Ichawaynochaway,2859.48,GA,,,,65,,
03130010,Spring,2042.84,GA,,,,65,,
03130011,Apalachicola,2876.69,FL_GA,,,,75,,
03130012,Chipola,3347.99,AL_FL,,,,65,,
03130013,New,1493.05,FL,,,,75,,
03130014,Apalachicola Bay,1251.05,FL,,,,75,,
03140101,St. Andrew-St. Joseph Bays,4183.79,FL,,,,75,,
03140102,Choctawhatchee Bay,2013.59,FL,,,,75,,
03140103,Yellow,3559.78,AL_FL,,,,65,,
03140104,Blackwater,2239.23,AL_FL,,,,65,,
03140105,Pensacola Bay,1832.87,FL,,,,75,,
03140106,Perdido,2383.72,AL_FL,,,,65,,
03140107,Perdido Bay,1167.28,AL_FL,,,,75,,
03140201,Upper Choctawhatchee,3997.3,AL,,,,65,,
03140202,Pea,4027.83,AL_FL,,,,65,,
03140203,Lower Choctawhatchee,4026.1,AL_FL,,,,65,,
03140301,Upper Conecuh,2129.22,AL,,,,65,,
03140302,Patsaliga,1554.46,AL,,,,65,,
03140303,Sepulga,2717.81,AL,,,,65,,
03140304,Lower Conecuh,2626.45,AL_FL,,,,65,,
03140305,Escambia,1966.89,AL_FL,,,,65,,
03150101,Conasauga,1883.19,GA_TN,,,,67,,
03150102,Coosawattee,2231.77,GA,,,,66,,
03150103,Oostanaula,1452.99,GA,,,,67,,
03150104,Etowah,4821.33,GA,,,,45,,
03150105,Upper Coosa,4141.96,AL_GA,,,,67,,
03150106,Middle Coosa,6692.1,AL,,,,67,,
03150107,Lower Coosa,5082.53,AL,,,,45,,
03150108,Upper Tallapoosa,3611.62,AL_GA,,,,45,,
03150109,Middle Tallapoosa,4117.58,AL,,,,45,,
03150110,Lower Tallapoosa,4411.36,AL,,,,65,,
03150201,Upper Alabama,6193.16,AL,,,,65,,
03150202,Cahaba,4723.87,AL,,,,65,,
03150203,Middle Alabama,5774.76,AL,,,,65,,
03150204,Lower Alabama,3758.27,AL,,,,65,,
03160101,Upper Tombigbee,4654.56,AL_MS,,,,65,,
03160102,Town,1769.34,MS,,,,65,,
03160103,Buttahatchee,2239.52,AL_MS,,,,65,,
03160104,Tibbee,2893.96,MS,,,,65,,
03160105,Luxapallila,2069.63,AL_MS,,,,65,,
03160106,Middle Tombigbee-Lubbub,4224.17,AL_MS,,,,65,,
03160107,Sipsey,2039.9,AL,,,,65,,
03160108,Noxubee,3673.33,AL_MS,,,,65,,
03160109,Mulberry,3554.09,AL,,,,68,,
03160110,Sipsey Fork,2581.42,AL,,,,68,,
03160111,Locust,3134.83,AL,,,,68,,
03160112,Upper Black Warrior,3226.44,AL,,,,68,,
03160113,Lower Black Warrior,3763.46,AL,,,,65,,
03160201,Middle Tombigbee-Chickasaw,5389.18,AL_MS,,,,65,,
03160202,Sucarnoochee,2522.23,AL_MS,,,,65,,
03160203,Lower Tombigbee,4185.46,AL,,,,65,,
03160204,Mobile-Tensaw,2362.72,AL,,,,65,,
03160205,Mobile Bay,2261.06,AL,,,,65,,
03170001,Chunky-Okatibbee,2351.75,MS,,,,65,,
03170002,Upper Chickasawhay,3745.4,AL_MS,,,,65,,
03170003,Lower Chickasawhay,1720.97,AL_MS,,,,65,,
03170004,Upper Leaf,4540.51,MS,,,,65,,
03170005,Lower Leaf,4726.87,MS,,,,65,,
03170006,Pascagoula,1580.6,MS,,,,65,,
03170007,Black,3282.26,MS,,,,65,,
03170008,Escatawpa,2704.75,AL_MS,,,,65,,
03170009,Mississippi Coastal,7369.35,AL_LA_MS,,,,65,,
03180001,Upper Pearl,6379.88,MS,,,,65,,
03180002,Middle Pearl-Strong,5120.13,MS,,,,65,,
03180003,Middle Pearl-Silver,3156.24,MS,,,,65,,
03180004,Lower Pearl,4717.09,LA_MS,,,,65,,
03180005,Bogue Chitto,3130.44,LA_MS,,,,65,,
04010101,Baptism-Brule,5801.93,CN_MN,,,,50,,
04010102,Beaver-Lester,1590.16,MN,,,,50,,
04010201,St. Louis,7602.23,MN_WI,,,,50,,
04010202,Cloquet,2055.42,MN,,,,50,,
04010301,Beartrap-Nemadji,4772.39,MN_WI,,,,50,,
04010302,Bad-Montreal,3370.65,MI_WI,,,,50,,
04020101,Black-Presque Isle,2619.4,MI_WI,,,,50,,
04020102,Ontonagon,3595.84,MI_WI,,,,50,,
04020103,Keweenaw Peninsula,2828.91,MI,,,,50,,
04020104,Sturgeon,1891.23,MI,,,,50,,
04020105,Dead-Kelsey,2354.47,MI,,,,50,,
04020201,Betsy-Chocolay,2979.45,MI,,,,50,,
04020202,Tahquamenon,2097.15,MI,,,,50,,
04020203,Waiska,277.41,MI,,,,50,,
04030101,Manitowoc-Sheboygan,4221.85,WI,,,,53,,
04030102,Door-Kewaunee,1930.96,WI,,,,51,,
04030103,Duck-Pensaukee,862.01,WI,,,,51,,
04030104,Oconto,2488.71,WI,,,,50,,
04030105,Peshtigo,3158.35,WI,,,,50,,
04030106,Brule,2724.63,MI_WI,,,,50,,
04030107,Michigamme,1875.47,MI,,,,50,,
04030108,Menominee,5938.62,MI_WI,,,,50,,
04030109,Cedar-Ford,2639.77,MI,,,,50,,
04030110,Escanaba,2402.42,MI,,,,50,,
04030111,Tacoosh-Whitefish,1663.49,MI,,,,50,,
04030112,Fishdam-Sturgeon,1503.03,MI,,,,50,,
04030113,Manistique River,3812.23,MI,,,,50,,
04030114,Millecoquins Lake-Brevoort River,1431.02,MI,,,,50,,
04030201,Upper Fox,4196.28,WI,,,,53,,
04030202,Wolf,9650.08,WI,,,,51,,
04030203,Lake Winnebago,1482.29,WI,,,,53,,
04030204,Lower Fox,1677.96,WI,,,,53,,
04040001,Little Calumet-Galien,1794.58,IL_IN_MI,,,,56,,
04040002,Pike-Root,1082.93,IL_WI,,,,54,,
04040003,Milwaukee,2276.45,WI,,,,53,,
04050001,St. Joseph,12208.69,IN_MI,,,,56,,
04050002,Black-Macatawa,1574.9,MI,,,,56,,
04050003,Kalamazoo,5261.71,MI,,,,56,,
04050004,Upper Grand,4558.7,MI,,,,56,,
04050005,Maple,2449.62,MI,,,,56,,
04050006,Lower Grand,5235.98,MI,,,,56,,
04050007,Thornapple,2199.0,MI,,,,56,,
04060101,Pere Marquette-White,5394.88,MI,,,,50,,
04060102,Muskegon,7062.02,MI,,,,50,,
04060103,Manistee,5049.99,MI,,,,50,,
04060104,Betsie-Platte,2061.33,MI,,,,51,,
04060105,Boardman-Charlevoix,4321.07,MI,,,,50,,
04070003,Lone Lake-Ocqueoc,2060.7,MI,,,,50,,
04070004,Cheboygan,2315.59,MI,,,,50,,
04070005,Black,1554.01,MI,,,,50,,
04070006,Thunder Bay,3238.13,MI,,,,50,,
04070007,Au Sable,5305.65,MI,,,,50,,
04080101,Au Gres-Rifle,2639.66,MI,,,,50,,
04080102,Kawkawlin-Pine,1250.85,MI,,,,57,,
04080103,Pigeon-Wiscoggin,2310.57,MI,,,,57,,
04080104,Birch-Willow,1333.13,MI,,,,57,,
04080201,Tittabawassee,3748.87,MI,,,,50,,
04080202,Pine,2656.32,MI,,,,50,,
04080203,Shiawassee,3278.14,MI,,,,56,,
04080204,Flint,3446.25,MI,,,,56,,
04080205,Cass,2351.37,MI,,,,57,,
04080206,Saginaw,650.63,MI,,,,57,,
04090001,St. Clair,3273.67,CN_MI,,,,57,,
04090002,Lake St. Clair,5796.93,CN_MI,,,,57,,
04090003,Clinton,2064.16,MI,,,,57,,
04090004,Detroit,2298.11,CN_MI,,,,57,,
04090005,Huron,2378.31,MI,,,,56,,
04100001,Ottawa-Stony,1812.32,MI_OH,,,,57,,
04100002,Raisin,2753.31,MI_OH,,,,55,,
04100003,St. Joseph,2830.23,IN_MI_OH,,,,55,,
04100004,St. Marys,2054.15,IN_OH,,,,55,,
04100005,Upper Maumee,1003.29,IN_OH,,,,57,,
04100006,Tiffin,2013.99,MI_OH,,,,57,,
04100007,Auglaize,4316.15,IN_OH,,,,55,,
04100008,Blanchard,1999.4,OH,,,,55,,
04100009,Lower Maumee,2791.62,OH,,,,57,,
04100010,Cedar-Portage,2478.68,OH,,,,57,,
04100011,Sandusky,4714.6,OH,,,,55,,
04100012,Huron-Vermilion,1976.7,OH,,,,55,,
04110001,Black-Rocky,2317.1,OH,,,,61,,
04110002,Cuyahoga,2101.57,OH,,,,61,,
04110003,Ashtabula-Chagrin,1625.24,OH_PA,,,,61,,
04110004,Grand,1827.35,OH,,,,61,,
04120101,Chautauqua-Conneaut,2204.8,NY_OH_PA,,,,61,,
04120102,Cattaraugus,1449.47,NY,,,,60,,
04120103,Buffalo-Eighteenmile,1850.03,NY,,,,60,,
04130001,Oak Orchard-Twelvemile,2774.87,CN_NY,,,,83,,
04130002,Upper Genesee,3692.05,NY_PA,,,,60,,
04130003,Lower Genesee,2763.57,NY,,,,83,,
04140101,Irondequoit-Ninemile,1803.92,NY,,,,83,,
04140102,Salmon-Sandy,2540.24,NY,,,,83,,
04140201,Seneca,8961.11,NY,,,,83,,
04140202,Oneida,3879.32,NY,,,,83,,
04140203,Oswego,376.62,NY,,,,83,,
04150101,Black,4938.97,NY,,,,58,,
04150102,Chaumont-Perch,822.45,NY,,,,83,,
04150200,Lake Ontario,20480.68,CN_NY,,,,83,,
04150302,Oswegatchie,2719.83,NY,,,,58,,
04150303,Indian,1456.9,NY,,,,83,,
04150304,Grass,1659.38,NY,,,,58,,
04150305,Raquette,3261.47,NY,,,,58,,
04150306,St. Regis,2212.68,NY,,,,58,,
04150307,Salmon,1068.65,CN_NY,,,,83,,
04150308,Chateaugay-English,2983.86,CN_NY,,,,83,,
04150309,Headwaters St. Lawrence River,3808.0,CN_NY,,,,83,,
04150310,Raisin River-St. Lawrence River,3567.28,CN_NY,,,,83,,
04150401,Mettawee River,1780.46,NY_VT,,,,58,,
04150402,Otter Creek,2443.11,VT,,,,58,,
04150403,Winooski River,2753.75,VT,,,,58,,
04150404,Ausable River,1333.55,NY,,,,58,,
04150405,Lamoille River,1868.9,VT,,,,58,,
04150406,Saranac River,1588.25,NY,,,,58,,
04150407,Missiquoi River,2213.96,CN_VT,,,,58,,
04150408,Lake Champlain,7256.17,CN_NY_VT,,,,83,,
04150409,Richelieu River,2565.47,CN_NY_VT,,,,83,,
04150500,St. Francois River,7992.78,CN_ME_NH_VT,,,,58,,
04150600,Chaudiere River,6707.1,CN_ME,,,,58,,
04160001,Dog River-Frontal Lake Superior,8896.19,CN,,,,,,
04160002,Black Sturgeon River-Frontal Lake Superior,5088.96,CN,,,,,,
04160003,Nipigon River,25217.85,CN,,,,,,
04160004,Jackpine River-Frontal Lake Superior,1826.54,CN,,,,,,
04170001,Little Pic River-Frontal Lake Superior,4882.44,CN,,,,,,
04170002,Pic River-Frontal Lake Superior,6766.73,CN,,,,,,
04170003,White River-Frontal Lake Superior,7496.7,CN,,,,,,
04170004,Magpie River-Frontal Lake Superior,9360.35,CN,,,,,,
04170005,Agawa River-Frontal Lake Superior,5656.89,CN,,,,,,
04170006,Goulais River-Frontal Lake Superior,4730.09,CN,,,,,,
04180000,Lake Superior,84944.11,CN_MI_MN_WI,,,,50,,
04190000,Lake Michigan,58249.47,IL_IN_MI_WI,,,,50,,
04200001,Carp-Pine,1682.31,MI,,,,50,,
04200002,St. Marys,4942.54,CN_MI,,,,50,,
04200003,Gordon Lake,979.03,CN,,,,,,
