VegetationID,EpochID,Name
501,2,Mojave Mid-Elevation Mixed Desert Scrub
502,2,Rocky Mountain Lower Montane-Foothill Shrubland
503,2,Sonora-Mojave Creosotebush-White Bursage Desert Scrub
504,2,Sonora-Mojave Mixed Salt Desert Scrub
505,2,Sonoran Mid-Elevation Desert Scrub
506,2,Southern Colorado Plateau Sand Shrubland
507,2,Colorado Plateau Pinyon-Juniper Shrubland
508,2,Great Basin Semi-Desert Chaparral
509,2,Mogollon Chaparral
510,2,Rocky Mountain Gambel Oak-Mixed Montane Shrubland
511,2,Sonora-Mojave Semi-Desert Chaparral
512,2,Sonoran Paloverde-Mixed Cacti Desert Scrub
513,2,Inter-Mountain Basins Juniper Savanna
514,2,Southern Rocky Mountain Ponderosa Pine Savanna
515,2,Inter-Mountain Basins Big Sagebrush Steppe
516,2,Inter-Mountain Basins Montane Sagebrush Steppe
517,2,Inter-Mountain Basins Semi-Desert Shrub-Steppe
518,2,Inter-Mountain Basins Semi-Desert Grassland
519,2,Rocky Mountain Subalpine-Montane Mesic Meadow
520,2,Inter-Mountain Basins Greasewood Flat
521,2,Inter-Mountain Basins Montane Riparian Systems
522,2,North American Warm Desert Riparian Systems
523,2,North American Warm Desert Riparian Systems - Stringers
524,2,Rocky Mountain Montane Riparian Systems
525,2,North American Warm Desert Sparsely Vegetated Systems
526,2,Colorado Plateau Pinyon-Juniper Woodland
527,2,Great Basin Pinyon-Juniper Woodland
528,2,Madrean Encinal
529,2,Madrean Lower Montane Pine-Oak Forest and Woodland
530,2,Madrean Pinyon-Juniper Woodland
531,2,Southern Rocky Mountain Ponderosa Pine Woodland
532,2,Inter-Mountain Basins Big Sagebrush Shrubland
533,2,Mojave Mid-Elevation Mixed Desert Scrub
534,2,Sonora-Mojave Creosotebush-White Bursage Desert Scrub
535,2,Sonora-Mojave Mixed Salt Desert Scrub
536,2,Sonoran Granite Outcrop Desert Scrub
537,2,Sonoran Mid-Elevation Desert Scrub
538,2,Mogollon Chaparral
539,2,Sonora-Mojave Semi-Desert Chaparral
540,2,Sonoran Paloverde-Mixed Cacti Desert Scrub
541,2,Inter-Mountain Basins Juniper Savanna
542,2,Apacherian-Chihuahuan Semi-Desert Grassland and Steppe
543,2,Inter-Mountain Basins Semi-Desert Shrub-Steppe
544,2,Inter-Mountain Basins Semi-Desert Grassland
545,2,North American Warm Desert Riparian Systems
546,2,North American Warm Desert Riparian Systems - Stringers
547,2,North Pacific Oak Woodland
548,2,California Coastal Redwood Forest
549,2,Klamath-Siskiyou Lower Montane Serpentine Mixed Conifer Woodland
550,2,Klamath-Siskiyou Upper Montane Serpentine Mixed Conifer Woodland
551,2,Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland
552,2,Mediterranean California Mesic Mixed Conifer Forest and Woodland
553,2,Mediterranean California Mixed Oak Woodland
554,2,Mediterranean California Lower Montane Black Oak-Conifer Forest and Woodland
555,2,California Montane Jeffrey Pine(-Ponderosa Pine) Woodland
556,2,Mediterranean California Red Fir Forest
557,2,Mediterranean California Subalpine Woodland
558,2,North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest
559,2,Mediterranean California Mixed Evergreen Forest
560,2,Northern California Mesic Subalpine Woodland
561,2,California Maritime Chaparral
562,2,California Mesic Chaparral
563,2,California Montane Woodland and Chaparral
564,2,California Xeric Serpentine Chaparral
565,2,Northern and Central California Dry-Mesic Chaparral
566,2,California Coastal Live Oak Woodland and Savanna
567,2,California Lower Montane Blue Oak-Foothill Pine Woodland and Savanna
568,2,Northern California Coastal Scrub
569,2,California Mesic Serpentine Grassland
570,2,California Northern Coastal Grassland
571,2,Mediterranean California Subalpine Meadow
572,2,North Pacific Montane Grassland
573,2,California Montane Riparian Systems
574,2,Pacific Coastal Marsh Systems
575,2,Klamath-Siskiyou Xeromorphic Serpentine Savanna and Chaparral
576,2,California Coastal Closed-Cone Conifer Forest and Woodland
577,2,Inter-Mountain Basins Sparsely Vegetated Systems
578,2,Mediterranean California Sparsely Vegetated Systems
579,2,Rocky Mountain Aspen Forest and Woodland
580,2,Columbia Plateau Western Juniper Woodland and Savanna
581,2,Great Basin Pinyon-Juniper Woodland
582,2,Inter-Mountain Basins Subalpine Limber-Bristlecone Pine Woodland
583,2,Klamath-Siskiyou Lower Montane Serpentine Mixed Conifer Woodland
584,2,Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland
585,2,Mediterranean California Mesic Mixed Conifer Forest and Woodland
586,2,Mediterranean California Mixed Oak Woodland
587,2,Mediterranean California Lower Montane Black Oak-Conifer Forest and Woodland
588,2,California Montane Jeffrey Pine(-Ponderosa Pine) Woodland
589,2,Mediterranean California Red Fir Forest - Cascades
590,2,Mediterranean California Red Fir Forest - Southern Sierra
591,2,Mediterranean California Subalpine Woodland
592,2,Mediterranean California Mesic Serpentine Woodland and Chaparral
593,2,Mediterranean California Mixed Evergreen Forest
594,2,Northern California Mesic Subalpine Woodland
595,2,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland
596,2,Sierra Nevada Subalpine Lodgepole Pine Forest and Woodland - Wet
597,2,Sierra Nevada Subalpine Lodgepole Pine Forest and Woodland - Dry
598,2,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland
599,2,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland
600,2,Mediterranean California Alpine Fell-Field
601,2,Sierra Nevada Alpine Dwarf-Shrubland
602,2,Great Basin Xeric Mixed Sagebrush Shrubland
603,2,Inter-Mountain Basins Big Sagebrush Shrubland
604,2,Inter-Mountain Basins Mixed Salt Desert Scrub
605,2,Mojave Mid-Elevation Mixed Desert Scrub
606,2,Sonora-Mojave Creosotebush-White Bursage Desert Scrub
607,2,California Mesic Chaparral
608,2,California Montane Woodland and Chaparral
609,2,Great Basin Semi-Desert Chaparral
610,2,Northern and Central California Dry-Mesic Chaparral
611,2,California Lower Montane Blue Oak-Foothill Pine Woodland and Savanna
612,2,Inter-Mountain Basins Big Sagebrush Steppe
613,2,Inter-Mountain Basins Montane Sagebrush Steppe
614,2,Mediterranean California Alpine Dry Tundra
615,2,Mediterranean California Subalpine Meadow
616,2,North Pacific Montane Grassland
617,2,California Montane Riparian Systems
618,2,Inter-Mountain Basins Greasewood Flat
619,2,Inter-Mountain Basins Montane Riparian Systems
620,2,Inter-Mountain Basins Sparsely Vegetated Systems
621,2,Rocky Mountain Alpine/Montane Sparsely Vegetated Systems
622,2,Rocky Mountain Aspen Forest and Woodland
623,2,Columbia Plateau Western Juniper Woodland and Savanna
624,2,Great Basin Pinyon-Juniper Woodland
625,2,Inter-Mountain Basins Subalpine Limber-Bristlecone Pine Woodland
626,2,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest
627,2,Northern Rocky Mountain Subalpine Woodland and Parkland
628,2,Northern Rocky Mountain Mesic Montane Mixed Conifer Forest
629,2,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna - Mesic
630,2,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna - Xeric
631,2,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
632,2,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
633,2,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland
634,2,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland
635,2,Columbia Plateau Scabland Shrubland
636,2,Great Basin Xeric Mixed Sagebrush Shrubland
637,2,Inter-Mountain Basins Big Sagebrush Shrubland
638,2,Inter-Mountain Basins Mixed Salt Desert Scrub
639,2,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland
640,2,Columbia Plateau Steppe and Grassland
641,2,Columbia Plateau Low Sagebrush Steppe
642,2,Inter-Mountain Basins Big Sagebrush Steppe
643,2,Inter-Mountain Basins Montane Sagebrush Steppe
644,2,Inter-Mountain Basins Semi-Desert Shrub-Steppe
645,2,Columbia Basin Foothill and Canyon Dry Grassland
646,2,Inter-Mountain Basins Semi-Desert Grassland
647,2,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland
648,2,Northern Rocky Mountain Subalpine-Upper Montane Grassland
649,2,Columbia Basin Palouse Prairie
650,2,Rocky Mountain Alpine Fell-Field
651,2,Rocky Mountain Subalpine-Montane Mesic Meadow
652,2,Inter-Mountain Basins Greasewood Flat
653,2,Inter-Mountain Basins Montane Riparian Systems
654,2,Rocky Mountain Montane Riparian Systems
655,2,Rocky Mountain Subalpine/Upper Montane Riparian Systems
656,2,Northern Rocky Mountain Conifer Swamp
657,2,Northern Rocky Mountain Foothill Conifer Wooded Steppe
658,2,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland
659,2,Rocky Mountain Poor-Site Lodgepole Pine Forest
660,2,Inter-Mountain Basins Sparsely Vegetated Systems
661,2,Columbia Plateau Western Juniper Woodland and Savanna
662,2,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest
663,2,Northern Rocky Mountain Mesic Montane Mixed Conifer Forest
664,2,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna - Mesic
665,2,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
666,2,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
667,2,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland
668,2,Columbia Plateau Scabland Shrubland
669,2,Inter-Mountain Basins Big Sagebrush Shrubland
670,2,Inter-Mountain Basins Mixed Salt Desert Scrub
671,2,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland
672,2,Columbia Plateau Steppe and Grassland
673,2,Columbia Plateau Low Sagebrush Steppe
674,2,Inter-Mountain Basins Big Sagebrush Steppe
675,2,Inter-Mountain Basins Montane Sagebrush Steppe
676,2,Inter-Mountain Basins Semi-Desert Shrub-Steppe
677,2,Columbia Basin Foothill and Canyon Dry Grassland
678,2,Inter-Mountain Basins Semi-Desert Grassland
679,2,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland
680,2,Columbia Basin Palouse Prairie
681,2,Inter-Mountain Basins Greasewood Flat
682,2,Inter-Mountain Basins Montane Riparian Systems
683,2,Rocky Mountain Montane Riparian Systems
684,2,Rocky Mountain Subalpine/Upper Montane Riparian Systems
685,2,Northern Rocky Mountain Foothill Conifer Wooded Steppe
686,2,Rocky Mountain Aspen Forest and Woodland
687,2,Rocky Mountain Bigtooth Maple Ravine Woodland
688,2,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest
689,2,Northern Rocky Mountain Subalpine Woodland and Parkland
690,2,Rocky Mountain Foothill Limber Pine-Juniper Woodland
691,2,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland
692,2,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
693,2,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
694,2,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
695,2,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland
696,2,Rocky Mountain Alpine Dwarf-Shrubland
697,2,Inter-Mountain Basins Big Sagebrush Shrubland - Basin Big Sagebrush
698,2,Inter-Mountain Basins Big Sagebrush Shrubland - Wyoming Big Sagebrush
699,2,Inter-Mountain Basins Mixed Salt Desert Scrub
700,2,Rocky Mountain Lower Montane-Foothill Shrubland
701,2,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland
702,2,Inter-Mountain Basins Juniper Savanna
703,2,Columbia Plateau Low Sagebrush Steppe
704,2,Inter-Mountain Basins Montane Sagebrush Steppe
705,2,Inter-Mountain Basins Semi-Desert Shrub-Steppe
706,2,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland
707,2,Northern Rocky Mountain Subalpine-Upper Montane Grassland
708,2,Rocky Mountain Alpine Fell-Field
709,2,Rocky Mountain Alpine Turf
710,2,Rocky Mountain Subalpine-Montane Mesic Meadow
711,2,Inter-Mountain Basins Greasewood Flat
712,2,Rocky Mountain Montane Riparian Systems
713,2,Rocky Mountain Subalpine/Upper Montane Riparian Systems
714,2,Northern Rocky Mountain Conifer Swamp
715,2,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland
716,2,Rocky Mountain Poor-Site Lodgepole Pine Forest
717,2,Inter-Mountain Basins Sparsely Vegetated Systems
718,2,North Pacific Sparsely Vegetated Systems
719,2,Rocky Mountain Alpine/Montane Sparsely Vegetated Systems
720,2,North Pacific Oak Woodland
721,2,East Cascades Mesic Montane Mixed-Conifer Forest and Woodland
722,2,North Pacific Dry Douglas-fir(-Madrone) Forest and Woodland
723,2,North Pacific Hypermaritime Sitka Spruce Forest
724,2,North Pacific Maritime Dry-Mesic Douglas-fir-Western Hemlock Forest
725,2,North Pacific Maritime Mesic Subalpine Parkland
726,2,North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest
727,2,North Pacific Mountain Hemlock Forest - Wet
728,2,North Pacific Mountain Hemlock Forest - Xeric
729,2,North Pacific Mesic Western Hemlock-Silver Fir Forest
730,2,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest
731,2,Northern Rocky Mountain Subalpine Woodland and Parkland
732,2,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna - Mesic
733,2,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
734,2,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
735,2,East Cascades Oak-Ponderosa Pine Forest and Woodland
736,2,North Pacific Broadleaf Landslide Forest and Shrubland
737,2,Columbia Plateau Scabland Shrubland
738,2,North Pacific Dry and Mesic Alpine Dwarf-Shrubland or Fell-field or Meadow
739,2,Inter-Mountain Basins Big Sagebrush Shrubland
740,2,North Pacific Avalanche Chute Shrubland
741,2,North Pacific Montane Shrubland
742,2,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland
743,2,Willamette Valley Upland Prairie and Savanna
744,2,Columbia Plateau Steppe and Grassland
745,2,Columbia Plateau Low Sagebrush Steppe
746,2,Inter-Mountain Basins Big Sagebrush Steppe
747,2,Inter-Mountain Basins Montane Sagebrush Steppe
748,2,North Pacific Montane Grassland
749,2,Inter-Mountain Basins Montane Riparian Systems
750,2,North Pacific Lowland Riparian Forest and Shrubland
751,2,North Pacific Swamp Systems
752,2,North Pacific Montane Riparian Woodland and Shrubland - Wet
753,2,North Pacific Montane Riparian Woodland and Shrubland - Dry
754,2,Northern Rocky Mountain Foothill Conifer Wooded Steppe
755,2,Rocky Mountain Poor-Site Lodgepole Pine Forest
756,2,North Pacific Alpine and Subalpine Dry Grassland
757,2,North Pacific Wooded Volcanic Flowage
758,2,North Pacific Dry-Mesic Silver Fir-Western Hemlock-Douglas-fir Forest
759,2,North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest
760,2,North Pacific Oak Woodland
761,2,California Coastal Redwood Forest
762,2,Klamath-Siskiyou Lower Montane Serpentine Mixed Conifer Woodland
763,2,Klamath-Siskiyou Upper Montane Serpentine Mixed Conifer Woodland
764,2,Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland
765,2,Mediterranean California Mesic Mixed Conifer Forest and Woodland
766,2,Mediterranean California Mixed Oak Woodland
767,2,Mediterranean California Lower Montane Black Oak-Conifer Forest and Woodland
768,2,California Montane Jeffrey Pine(-Ponderosa Pine) Woodland
769,2,Mediterranean California Red Fir Forest
770,2,North Pacific Dry Douglas-fir(-Madrone) Forest and Woodland
771,2,North Pacific Hypermaritime Sitka Spruce Forest
772,2,North Pacific Maritime Dry-Mesic Douglas-fir-Western Hemlock Forest
773,2,North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest
774,2,Mediterranean California Mixed Evergreen Forest
775,2,East Cascades Oak-Ponderosa Pine Forest and Woodland
776,2,North Pacific Broadleaf Landslide Forest and Shrubland
777,2,Willamette Valley Upland Prairie and Savanna
778,2,Northern California Coastal Scrub
779,2,California Northern Coastal Grassland
780,2,California Montane Riparian Systems
781,2,North Pacific Lowland Riparian Forest and Shrubland
782,2,North Pacific Swamp Systems
783,2,North Pacific Montane Riparian Woodland and Shrubland - Wet
784,2,North Pacific Montane Riparian Woodland and Shrubland - Dry
785,2,Klamath-Siskiyou Xeromorphic Serpentine Savanna and Chaparral
786,2,North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest
787,2,Inter-Mountain Basins Sparsely Vegetated Systems
788,2,Mediterranean California Sparsely Vegetated Systems
789,2,North Pacific Sparsely Vegetated Systems
790,2,North Pacific Oak Woodland
791,2,Rocky Mountain Aspen Forest and Woodland
792,2,Columbia Plateau Western Juniper Woodland and Savanna
793,2,East Cascades Mesic Montane Mixed-Conifer Forest and Woodland
794,2,Great Basin Pinyon-Juniper Woodland
795,2,Klamath-Siskiyou Lower Montane Serpentine Mixed Conifer Woodland
796,2,Klamath-Siskiyou Upper Montane Serpentine Mixed Conifer Woodland
797,2,Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland
798,2,Mediterranean California Mesic Mixed Conifer Forest and Woodland
799,2,Mediterranean California Mixed Oak Woodland
800,2,Mediterranean California Lower Montane Black Oak-Conifer Forest and Woodland
801,2,California Montane Jeffrey Pine(-Ponderosa Pine) Woodland
802,2,Mediterranean California Red Fir Forest
803,2,Mediterranean California Subalpine Woodland
804,2,Mediterranean California Mesic Serpentine Woodland and Chaparral
805,2,North Pacific Dry Douglas-fir(-Madrone) Forest and Woodland
806,2,North Pacific Maritime Dry-Mesic Douglas-fir-Western Hemlock Forest
807,2,North Pacific Maritime Mesic Subalpine Parkland
808,2,North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest
809,2,North Pacific Mountain Hemlock Forest - Wet
810,2,North Pacific Mountain Hemlock Forest - Xeric
811,2,North Pacific Mesic Western Hemlock-Silver Fir Forest
812,2,Mediterranean California Mixed Evergreen Forest
813,2,Northern California Mesic Subalpine Woodland
814,2,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest
815,2,Northern Rocky Mountain Subalpine Woodland and Parkland
816,2,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna - Mesic
817,2,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna - Xeric
818,2,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
819,2,Sierra Nevada Subalpine Lodgepole Pine Forest and Woodland
820,2,East Cascades Oak-Ponderosa Pine Forest and Woodland
821,2,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland
822,2,North Pacific Broadleaf Landslide Forest and Shrubland
823,2,North Pacific Dry and Mesic Alpine Dwarf-Shrubland or Fell-field or Meadow
824,2,Inter-Mountain Basins Big Sagebrush Shrubland
825,2,Inter-Mountain Basins Mixed Salt Desert Scrub
826,2,California Mesic Chaparral
827,2,California Montane Woodland and Chaparral
828,2,Great Basin Semi-Desert Chaparral
829,2,Northern and Central California Dry-Mesic Chaparral
830,2,California Lower Montane Blue Oak-Foothill Pine Woodland and Savanna
831,2,Willamette Valley Upland Prairie and Savanna
832,2,Columbia Plateau Steppe and Grassland
833,2,Columbia Plateau Low Sagebrush Steppe
834,2,Inter-Mountain Basins Big Sagebrush Steppe
835,2,Inter-Mountain Basins Montane Sagebrush Steppe
836,2,Inter-Mountain Basins Semi-Desert Shrub-Steppe
837,2,Inter-Mountain Basins Semi-Desert Grassland
838,2,California Montane Riparian Systems
839,2,Inter-Mountain Basins Greasewood Flat
840,2,Inter-Mountain Basins Montane Riparian Systems
841,2,North Pacific Lowland Riparian Forest and Shrubland
842,2,North Pacific Montane Riparian Woodland and Shrubland - Wet
843,2,North Pacific Montane Riparian Woodland and Shrubland - Dry
844,2,Northern Rocky Mountain Foothill Conifer Wooded Steppe
845,2,Rocky Mountain Poor-Site Lodgepole Pine Forest
846,2,Klamath-Siskiyou Xeromorphic Serpentine Savanna and Chaparral
847,2,North Pacific Alpine and Subalpine Dry Grassland
848,2,Sierran-Intermontane Desert Western White Pine-White Fir Woodland
849,2,North Pacific Wooded Volcanic Flowage
850,2,North Pacific Dry-Mesic Silver Fir-Western Hemlock-Douglas-fir Forest
851,2,North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest
852,2,Western Great Plains Sparsely Vegetated Systems
